Distance (m),Waist (m),Max Intensity,Field,Pixel Size (m)
1.0000000000000002,0.0006640625,0.0009132889800638815,"[[3.74759950e-14+6.58404130e-14j 7.14000073e-14+8.87018768e-14j
  1.11337042e-13+1.01021929e-13j ... 1.11336932e-13+1.01021917e-13j
  7.13999014e-14+8.87020229e-14j 3.74759900e-14+6.58405749e-14j]
 [7.13997409e-14+8.87019281e-14j 8.63922790e-14+1.03581289e-13j
  1.13225268e-13+9.25650462e-14j ... 1.13225306e-13+9.25649187e-14j
  8.63923141e-14+1.03581299e-13j 7.13998168e-14+8.87020022e-14j]
 [1.11336906e-13+1.01021626e-13j 1.13225330e-13+9.25647870e-14j
  1.27913296e-13+4.51995027e-14j ... 1.27913296e-13+4.51995169e-14j
  1.13225328e-13+9.25649071e-14j 1.11336914e-13+1.01021788e-13j]
 ...
 [1.11336796e-13+1.01021971e-13j 1.13225198e-13+9.25650873e-14j
  1.27913275e-13+4.51996448e-14j ... 1.27913521e-13+4.51995037e-14j
  1.13225479e-13+9.25649737e-14j 1.11336920e-13+1.01021836e-13j]
 [7.13997800e-14+8.87020136e-14j 8.63922698e-14+1.03581387e-13j
  1.13225366e-13+9.25650327e-14j ... 1.13225217e-13+9.25651293e-14j
  8.63922706e-14+1.03581492e-13j 7.13997410e-14+8.87021161e-14j]
 [3.74758067e-14+6.58404086e-14j 7.13997507e-14+8.87018760e-14j
  1.11336927e-13+1.01021772e-13j ... 1.11336901e-13+1.01021895e-13j
  7.13998641e-14+8.87020294e-14j 3.74758399e-14+6.58405918e-14j]]",7.8125e-06
1.1000000000000003,0.00033593750000000003,0.003649536392473575,"[[-5.20811974e-13-1.86198964e-13j -4.14510249e-13-1.35486873e-13j
  -2.14591361e-13-1.09702310e-13j ... -2.14591345e-13-1.09702174e-13j
  -4.14510250e-13-1.35486675e-13j -5.20811994e-13-1.86198833e-13j]
 [-4.14510454e-13-1.35486860e-13j -3.78454230e-13-6.66769336e-14j
  -2.61969883e-13-3.89998719e-14j ... -2.61969908e-13-3.89999293e-14j
  -3.78454160e-13-6.66769800e-14j -4.14510306e-13-1.35486930e-13j]
 [-2.14591405e-13-1.09702135e-13j -2.61969866e-13-3.89996643e-14j
  -2.48084657e-13-2.69210007e-14j ... -2.48084773e-13-2.69211379e-14j
  -2.61970051e-13-3.89998071e-14j -2.14591645e-13-1.09702312e-13j]
 ...
 [-2.14591528e-13-1.09702133e-13j -2.61970041e-13-3.89997273e-14j
  -2.48084799e-13-2.69210809e-14j ... -2.48084325e-13-2.69212506e-14j
  -2.61969616e-13-3.89999705e-14j -2.14591265e-13-1.09702419e-13j]
 [-4.14510061e-13-1.35486885e-13j -3.78454069e-13-6.66769813e-14j
  -2.61969885e-13-3.89999194e-14j ... -2.61969834e-13-3.89996095e-14j
  -3.78454071e-13-6.66767676e-14j -4.14510208e-13-1.35486736e-13j]
 [-5.20811900e-13-1.86198847e-13j -4.14510340e-13-1.35486752e-13j
  -2.14591512e-13-1.09702207e-13j ... -2.14591084e-13-1.09702295e-13j
  -4.14510008e-13-1.35486882e-13j -5.20811744e-13-1.86198966e-13j]]",7.8125e-06
1.2000000000000004,2.34375e-05,0.6242011718119266,"[[-5.70400398e-15+1.21085945e-12j -8.61181320e-15+1.35508044e-12j
  -1.89518299e-14+1.34812996e-12j ... -1.89521248e-14+1.34812945e-12j
  -8.61212133e-15+1.35507990e-12j -5.70439774e-15+1.21085880e-12j]
 [-8.61199870e-15+1.35508068e-12j -1.06502945e-14+1.48122266e-12j
  -1.87572180e-14+1.45824808e-12j ... -1.87577273e-14+1.45824808e-12j
  -1.06508984e-14+1.48122259e-12j -8.61272381e-15+1.35508038e-12j]
 [-1.89519242e-14+1.34813035e-12j -1.87569038e-14+1.45824822e-12j
  -2.13853129e-14+1.44234728e-12j ... -2.13855583e-14+1.44234746e-12j
  -1.87568546e-14+1.45824844e-12j -1.89517439e-14+1.34813039e-12j]
 ...
 [-1.89523650e-14+1.34813090e-12j -1.87574533e-14+1.45824891e-12j
  -2.13860062e-14+1.44234787e-12j ... -2.13855160e-14+1.44234691e-12j
  -1.87570258e-14+1.45824798e-12j -1.89520634e-14+1.34813022e-12j]
 [-8.61216919e-15+1.35508058e-12j -1.06505424e-14+1.48122282e-12j
  -1.87575363e-14+1.45824834e-12j ... -1.87567027e-14+1.45824800e-12j
  -1.06498100e-14+1.48122265e-12j -8.61164482e-15+1.35508062e-12j]
 [-5.70410643e-15+1.21085912e-12j -8.61203483e-15+1.35508054e-12j
  -1.89521111e-14+1.34813025e-12j ... -1.89520709e-14+1.34812999e-12j
  -8.61188325e-15+1.35508046e-12j -5.70397242e-15+1.21085932e-12j]]",7.8125e-06
1.3000000000000003,0.00033593750000000003,0.003600980709266284,"[[ 2.28911102e-13+5.82324135e-13j  7.17529325e-14+6.16350646e-13j
  -1.23885905e-13+5.77153232e-13j ... -1.23885766e-13+5.77153170e-13j
   7.17530250e-14+6.16350470e-13j  2.28911073e-13+5.82323918e-13j]
 [ 7.17527955e-14+6.16350413e-13j -5.36165820e-14+6.12959272e-13j
  -1.78211095e-13+5.24266273e-13j ... -1.78211206e-13+5.24266523e-13j
  -5.36165686e-14+6.12959501e-13j  7.17528611e-14+6.16350696e-13j]
 [-1.23885849e-13+5.77153103e-13j -1.78211005e-13+5.24266413e-13j
  -2.05932117e-13+3.78681870e-13j ... -2.05932149e-13+3.78682048e-13j
  -1.78211074e-13+5.24266464e-13j -1.23886012e-13+5.77153203e-13j]
 ...
 [-1.23885827e-13+5.77153044e-13j -1.78211048e-13+5.24266315e-13j
  -2.05932227e-13+3.78681888e-13j ... -2.05932160e-13+3.78681944e-13j
  -1.78210999e-13+5.24266449e-13j -1.23885719e-13+5.77153193e-13j]
 [ 7.17529441e-14+6.16350334e-13j -5.36165198e-14+6.12959196e-13j
  -1.78211149e-13+5.24266248e-13j ... -1.78211269e-13+5.24266476e-13j
  -5.36167069e-14+6.12959421e-13j  7.17527623e-14+6.16350514e-13j]
 [ 2.28910988e-13+5.82324242e-13j  7.17528025e-14+6.16350709e-13j
  -1.23886046e-13+5.77153246e-13j ... -1.23885960e-13+5.77153142e-13j
   7.17528176e-14+6.16350552e-13j  2.28910965e-13+5.82323989e-13j]]",7.8125e-06
1.4000000000000004,0.0006718750000000001,0.000907167777949822,"[[9.00363118e-13+8.67681526e-13j 7.22780865e-13+7.96889038e-13j
  4.78009793e-13+6.43285385e-13j ... 4.78009828e-13+6.43285453e-13j
  7.22780973e-13+7.96889059e-13j 9.00363239e-13+8.67681576e-13j]
 [7.22780992e-13+7.96888989e-13j 6.11613545e-13+7.58118929e-13j
  4.25649220e-13+6.21880334e-13j ... 4.25649213e-13+6.21880322e-13j
  6.11613523e-13+7.58118852e-13j 7.22780876e-13+7.96888850e-13j]
 [4.78009748e-13+6.43285468e-13j 4.25649196e-13+6.21880472e-13j
  3.00895000e-13+4.95967460e-13j ... 3.00894963e-13+4.95967362e-13j
  4.25649143e-13+6.21880344e-13j 4.78009664e-13+6.43285251e-13j]
 ...
 [4.78009751e-13+6.43285234e-13j 4.25649177e-13+6.21880333e-13j
  3.00895059e-13+4.95967450e-13j ... 3.00894830e-13+4.95967450e-13j
  4.25649087e-13+6.21880415e-13j 4.78009692e-13+6.43285357e-13j]
 [7.22780897e-13+7.96888925e-13j 6.11613466e-13+7.58118888e-13j
  4.25649175e-13+6.21880351e-13j ... 4.25649063e-13+6.21880461e-13j
  6.11613429e-13+7.58119006e-13j 7.22780817e-13+7.96888984e-13j]
 [9.00363214e-13+8.67681535e-13j 7.22780921e-13+7.96889024e-13j
  4.78009771e-13+6.43285389e-13j ... 4.78009669e-13+6.43285443e-13j
  7.22780873e-13+7.96889118e-13j 9.00363128e-13+8.67681610e-13j]]",7.8125e-06
1.5000000000000004,0.001,0.0004039614205678021,"[[1.75711978e-12-8.73526822e-13j 1.61330068e-12-6.49906862e-13j
  1.31983557e-12-4.58130803e-13j ... 1.31983552e-12-4.58130726e-13j
  1.61330063e-12-6.49906832e-13j 1.75711976e-12-8.73526803e-13j]
 [1.61330069e-12-6.49906831e-13j 1.55158230e-12-4.31722825e-13j
  1.36127613e-12-2.54538200e-13j ... 1.36127613e-12-2.54538122e-13j
  1.55158225e-12-4.31722794e-13j 1.61330066e-12-6.49906862e-13j]
 [1.31983556e-12-4.58130660e-13j 1.36127611e-12-2.54538126e-13j
  1.31334001e-12-7.91957761e-14j ... 1.31334014e-12-7.91957340e-14j
  1.36127616e-12-2.54538106e-13j 1.31983560e-12-4.58130770e-13j]
 ...
 [1.31983554e-12-4.58130733e-13j 1.36127611e-12-2.54538134e-13j
  1.31334003e-12-7.91957706e-14j ... 1.31333996e-12-7.91958662e-14j
  1.36127609e-12-2.54538258e-13j 1.31983546e-12-4.58130856e-13j]
 [1.61330066e-12-6.49906881e-13j 1.55158223e-12-4.31722846e-13j
  1.36127609e-12-2.54538154e-13j ... 1.36127621e-12-2.54538135e-13j
  1.55158240e-12-4.31722816e-13j 1.61330072e-12-6.49906768e-13j]
 [1.75711978e-12-8.73526794e-13j 1.61330064e-12-6.49906830e-13j
  1.31983551e-12-4.58130679e-13j ... 1.31983548e-12-4.58130509e-13j
  1.61330062e-12-6.49906657e-13j 1.75711965e-12-8.73526635e-13j]]",7.8125e-06
1.6000000000000005,0.0013359375,0.00022741961985188146,"[[7.70584658e-13-8.23208206e-13j 6.55478149e-13-5.24251455e-13j
  5.30258307e-13-2.40050491e-13j ... 5.30258349e-13-2.40050548e-13j
  6.55478188e-13-5.24251478e-13j 7.70584667e-13-8.23208244e-13j]
 [6.55478025e-13-5.24251459e-13j 5.18401541e-13-2.56478889e-13j
  3.91396724e-13-3.68741699e-15j ... 3.91396812e-13-3.68734847e-15j
  5.18401484e-13-2.56478768e-13j 6.55478106e-13-5.24251408e-13j]
 [5.30258269e-13-2.40050593e-13j 3.91396746e-13-3.68751732e-15j
  2.77635585e-13+2.07943422e-13j ... 2.77635638e-13+2.07943564e-13j
  3.91396816e-13-3.68734609e-15j 5.30258291e-13-2.40050408e-13j]
 ...
 [5.30258168e-13-2.40050501e-13j 3.91396792e-13-3.68739137e-15j
  2.77635526e-13+2.07943481e-13j ... 2.77635617e-13+2.07943482e-13j
  3.91396912e-13-3.68725198e-15j 5.30258316e-13-2.40050565e-13j]
 [6.55478154e-13-5.24251524e-13j 5.18401537e-13-2.56478845e-13j
  3.91396720e-13-3.68750596e-15j ... 3.91396784e-13-3.68736998e-15j
  5.18401437e-13-2.56478829e-13j 6.55478145e-13-5.24251380e-13j]
 [7.70584674e-13-8.23208285e-13j 6.55478185e-13-5.24251469e-13j
  5.30258239e-13-2.40050545e-13j ... 5.30258180e-13-2.40050655e-13j
  6.55478201e-13-5.24251434e-13j 7.70584621e-13-8.23208387e-13j]]",7.8125e-06
1.7000000000000006,0.001671875,0.00014561648941277937,"[[1.17485813e-12-1.17598285e-12j 9.40718563e-13-1.18353460e-12j
  6.15388908e-13-1.11822229e-12j ... 6.15388611e-13-1.11822205e-12j
  9.40718601e-13-1.18353467e-12j 1.17485790e-12-1.17598268e-12j]
 [9.40718534e-13-1.18353460e-12j 7.82303185e-13-1.32691472e-12j
  5.18134177e-13-1.35956355e-12j ... 5.18134398e-13-1.35956359e-12j
  7.82302922e-13-1.32691458e-12j 9.40718753e-13-1.18353467e-12j]
 [6.15388863e-13-1.11822218e-12j 5.18134066e-13-1.35956349e-12j
  3.04916635e-13-1.44882950e-12j ... 3.04916423e-13-1.44882931e-12j
  5.18134449e-13-1.35956367e-12j 6.15388721e-13-1.11822213e-12j]
 ...
 [6.15388738e-13-1.11822209e-12j 5.18134393e-13-1.35956352e-12j
  3.04916462e-13-1.44882924e-12j ... 3.04916487e-13-1.44882948e-12j
  5.18134215e-13-1.35956345e-12j 6.15388742e-13-1.11822223e-12j]
 [9.40718622e-13-1.18353473e-12j 7.82302797e-13-1.32691454e-12j
  5.18134347e-13-1.35956357e-12j ... 5.18134253e-13-1.35956350e-12j
  7.82302741e-13-1.32691471e-12j 9.40718571e-13-1.18353465e-12j]
 [1.17485801e-12-1.17598277e-12j 9.40718747e-13-1.18353470e-12j
  6.15388754e-13-1.11822209e-12j ... 6.15388702e-13-1.11822223e-12j
  9.40718556e-13-1.18353454e-12j 1.17485792e-12-1.17598287e-12j]]",7.8125e-06
1.8000000000000005,0.002,0.0001011524059255802,"[[3.54386528e-13-8.34498797e-13j 3.97052477e-13-8.70940283e-13j
  4.27460982e-13-7.51367703e-13j ... 4.27461147e-13-7.51367725e-13j
  3.97052278e-13-8.70940322e-13j 3.54386661e-13-8.34498819e-13j]
 [3.97052438e-13-8.70940185e-13j 4.67986126e-13-9.36785363e-13j
  4.99546229e-13-8.13360580e-13j ... 4.99546073e-13-8.13360668e-13j
  4.67986334e-13-9.36785541e-13j 3.97052263e-13-8.70940387e-13j]
 [4.27461034e-13-7.51367786e-13j 4.99546307e-13-8.13360709e-13j
  5.07037403e-13-6.69169962e-13j ... 5.07037634e-13-6.69169916e-13j
  4.99546081e-13-8.13360712e-13j 4.27461174e-13-7.51367756e-13j]
 ...
 [4.27461201e-13-7.51367760e-13j 4.99546047e-13-8.13360638e-13j
  5.07037703e-13-6.69169903e-13j ... 5.07036797e-13-6.69170036e-13j
  4.99546958e-13-8.13360900e-13j 4.27460303e-13-7.51367481e-13j]
 [3.97052311e-13-8.70940385e-13j 4.67986333e-13-9.36785528e-13j
  4.99546120e-13-8.13360732e-13j ... 4.99547017e-13-8.13360806e-13j
  4.67985430e-13-9.36785189e-13j 3.97053226e-13-8.70940833e-13j]
 [3.54386784e-13-8.34498811e-13j 3.97052318e-13-8.70940387e-13j
  4.27461263e-13-7.51367769e-13j ... 4.27460311e-13-7.51367408e-13j
  3.97053085e-13-8.70940860e-13j 3.54386065e-13-8.34498013e-13j]]",7.8125e-06
1.9000000000000006,0.0023359375,7.433113570156427e-05,"[[-2.48143282e-13-7.81283711e-14j -6.34583612e-13-2.02459249e-13j
  -1.12726697e-12-3.24759531e-13j ... -1.12726707e-12-3.24759005e-13j
  -6.34583663e-13-2.02459792e-13j -2.48143086e-13-7.81277555e-14j]
 [-6.34583603e-13-2.02459256e-13j -9.37422825e-13-4.08813167e-13j
  -1.28769866e-12-5.86182178e-13j ... -1.28769847e-12-5.86182885e-13j
  -9.37422944e-13-4.08812204e-13j -6.34583815e-13-2.02460136e-13j]
 [-1.12726702e-12-3.24759525e-13j -1.28769869e-12-5.86182179e-13j
  -1.43493533e-12-7.83025982e-13j ... -1.43493586e-12-7.83024822e-13j
  -1.28769831e-12-5.86183554e-13j -1.12726718e-12-3.24758217e-13j]
 ...
 [-1.12726706e-12-3.24758922e-13j -1.28769842e-12-5.86183015e-13j
  -1.43493586e-12-7.83024813e-13j ... -1.43493358e-12-7.83026039e-13j
  -1.28770039e-12-5.86181477e-13j -1.12726572e-12-3.24760720e-13j]
 [-6.34583586e-13-2.02459829e-13j -9.37422851e-13-4.08812417e-13j
  -1.28769829e-12-5.86183563e-13j ... -1.28770045e-12-5.86181475e-13j
  -9.37421235e-13-4.08814416e-13j -6.34584703e-13-2.02457527e-13j]
 [-2.48143178e-13-7.81276586e-14j -6.34583796e-13-2.02460162e-13j
  -1.12726723e-12-3.24758111e-13j ... -1.12726575e-12-3.24760657e-13j
  -6.34584676e-13-2.02457490e-13j -2.48142861e-13-7.81303209e-14j]]",7.8125e-06
2.0000000000000004,0.002671875,5.691819344212335e-05,"[[6.90588420e-13-6.95921263e-13j 6.92579913e-13-6.50666790e-13j
  6.72292476e-13-6.04700164e-13j ... 6.72293171e-13-6.04701277e-13j
  6.92579635e-13-6.50665570e-13j 6.90588721e-13-6.95922422e-13j]
 [6.92580128e-13-6.50666684e-13j 6.47861332e-13-6.15255373e-13j
  5.82190083e-13-5.62506799e-13j ... 5.82189043e-13-5.62505636e-13j
  6.47861922e-13-6.15256655e-13j 6.92579673e-13-6.50665328e-13j]
 [6.72292629e-13-6.04700215e-13j 5.82190091e-13-5.62506733e-13j
  4.85451964e-13-4.70100831e-13j ... 4.85453444e-13-4.70101609e-13j
  5.82188930e-13-5.62505521e-13j 6.72293116e-13-6.04701626e-13j]
 ...
 [6.72293126e-13-6.04701289e-13j 5.82189087e-13-5.62505629e-13j
  4.85453449e-13-4.70101627e-13j ... 4.85455840e-13-4.70101191e-13j
  5.82186306e-13-5.62505452e-13j 6.72295896e-13-6.04702407e-13j]
 [6.92579595e-13-6.50665538e-13j 6.47862005e-13-6.15256574e-13j
  5.82188994e-13-5.62505435e-13j ... 5.82186293e-13-5.62505184e-13j
  6.47864872e-13-6.15257643e-13j 6.92577096e-13-6.50663603e-13j]
 [6.90588796e-13-6.95922615e-13j 6.92579757e-13-6.50665367e-13j
  6.72293171e-13-6.04701715e-13j ... 6.72295914e-13-6.04702336e-13j
  6.92577145e-13-6.50663673e-13j 6.90590799e-13-6.95924942e-13j]]",7.8125e-06
2.1000000000000005,0.003,4.4977459002603246e-05,"[[4.79455204e-13-2.49979949e-13j 6.62728063e-13-3.12812564e-13j
  9.11025991e-13-4.42564162e-13j ... 9.11020884e-13-4.42564749e-13j
  6.62733398e-13-3.12813755e-13j 4.79450612e-13-2.49976369e-13j]
 [6.62728078e-13-3.12812601e-13j 8.11001907e-13-4.55801707e-13j
  9.85701593e-13-6.08889523e-13j ... 9.85705798e-13-6.08887202e-13j
  8.10996771e-13-4.55802127e-13j 6.62732892e-13-3.12814459e-13j]
 [9.11025895e-13-4.42564139e-13j 9.85701607e-13-6.08889433e-13j
  1.03684284e-12-7.33664166e-13j ... 1.03683996e-12-7.33667111e-13j
  9.85705656e-13-6.08887981e-13j 9.11021556e-13-4.42563745e-13j]
 ...
 [9.11020796e-13-4.42564877e-13j 9.85705798e-13-6.08887062e-13j
  1.03683997e-12-7.33667162e-13j ... 1.03684177e-12-7.33664221e-13j
  9.85702602e-13-6.08889589e-13j 9.11025068e-13-4.42563438e-13j]
 [6.62733543e-13-3.12814026e-13j 8.10996893e-13-4.55802130e-13j
  9.85705760e-13-6.08888043e-13j ... 9.85702700e-13-6.08889745e-13j
  8.11000691e-13-4.55801450e-13j 6.62729009e-13-3.12813385e-13j]
 [4.79450703e-13-2.49976274e-13j 6.62732942e-13-3.12814432e-13j
  9.11021594e-13-4.42563582e-13j ... 9.11025027e-13-4.42563364e-13j
  6.62728919e-13-3.12813228e-13j 4.79454075e-13-2.49978845e-13j]]",7.8125e-06
1.185,5.46875e-05,0.13356643102627877,"[[-3.21464901e-13+4.95598892e-13j -1.01017256e-13+3.36519025e-13j
   1.48297895e-13+1.60948963e-13j ...  1.48298388e-13+1.60949394e-13j
  -1.01016996e-13+3.36519513e-13j -3.21464686e-13+4.95599324e-13j]
 [-1.01017223e-13+3.36519208e-13j  7.96923410e-14+1.77647271e-13j
   2.56031379e-13+1.16475263e-14j ...  2.56031564e-13+1.16474221e-14j
   7.96923733e-14+1.77647123e-13j -1.01017156e-13+3.36519172e-13j]
 [ 1.48297927e-13+1.60949538e-13j  2.56031502e-13+1.16477793e-14j
   3.30560414e-13-1.22885904e-13j ...  3.30560600e-13-1.22886349e-13j
   2.56031586e-13+1.16472260e-14j  1.48297982e-13+1.60949023e-13j]
 ...
 [ 1.48297964e-13+1.60949314e-13j  2.56031295e-13+1.16477610e-14j
   3.30560079e-13-1.22885785e-13j ...  3.30560596e-13-1.22886040e-13j
   2.56031440e-13+1.16475794e-14j  1.48297821e-13+1.60949387e-13j]
 [-1.01016886e-13+3.36518944e-13j  7.96926552e-14+1.77647031e-13j
   2.56031863e-13+1.16473221e-14j ...  2.56031403e-13+1.16474578e-14j
   7.96921231e-14+1.77647292e-13j -1.01017453e-13+3.36519394e-13j]
 [-3.21465017e-13+4.95599490e-13j -1.01017491e-13+3.36519683e-13j
   1.48297816e-13+1.60949474e-13j ...  1.48298347e-13+1.60949112e-13j
  -1.01016999e-13+3.36519055e-13j -3.21464613e-13+4.95598795e-13j]]",7.8125e-06
1.188,4.6875e-05,0.1879274561027817,"[[ 3.68555271e-14-2.52526822e-13j -5.47278208e-14-2.46325650e-13j
  -1.52127785e-13-2.28356246e-13j ... -1.52127925e-13-2.28356153e-13j
  -5.47278684e-14-2.46325634e-13j  3.68554729e-14-2.52526743e-13j]
 [-5.47282265e-14-2.46326026e-13j -1.29801800e-13-2.11818681e-13j
  -1.93344319e-13-1.66367026e-13j ... -1.93344574e-13-1.66367247e-13j
  -1.29802105e-13-2.11818942e-13j -5.47285679e-14-2.46326171e-13j]
 [-1.52127889e-13-2.28356280e-13j -1.93343997e-13-1.66366767e-13j
  -2.01894047e-13-1.09937496e-13j ... -2.01893839e-13-1.09937553e-13j
  -1.93343914e-13-1.66366904e-13j -1.52127895e-13-2.28356417e-13j]
 ...
 [-1.52128296e-13-2.28356382e-13j -1.93344374e-13-1.66367139e-13j
  -2.01894469e-13-1.09937894e-13j ... -2.01894620e-13-1.09937556e-13j
  -1.93344629e-13-1.66366789e-13j -1.52128583e-13-2.28356112e-13j]
 [-5.47279168e-14-2.46325716e-13j -1.29801559e-13-2.11818666e-13j
  -1.93344260e-13-1.66367085e-13j ... -1.93343478e-13-1.66366816e-13j
  -1.29801073e-13-2.11818656e-13j -5.47277391e-14-2.46325880e-13j]
 [ 3.68554563e-14-2.52527165e-13j -5.47278181e-14-2.46326048e-13j
  -1.52127792e-13-2.28356411e-13j ... -1.52127622e-13-2.28356001e-13j
  -5.47277836e-14-2.46325435e-13j  3.68554595e-14-2.52526558e-13j]]",7.8125e-06
1.1909999999999998,3.90625e-05,0.2739999655544885,"[[ 4.95490896e-14+1.55830066e-13j -2.80875180e-15+2.36525821e-13j
  -6.07196002e-14+3.16114127e-13j ... -6.07196114e-14+3.16114239e-13j
  -2.80871548e-15+2.36526072e-13j  4.95491308e-14+1.55830411e-13j]
 [-2.80912482e-15+2.36525863e-13j -1.98813417e-14+2.92960940e-13j
  -4.44871338e-14+3.23874217e-13j ... -4.44874234e-14+3.23874620e-13j
  -1.98815599e-14+2.92961287e-13j -2.80935446e-15+2.36526029e-13j]
 [-6.07199464e-14+3.16114178e-13j -4.44871441e-14+3.23874208e-13j
  -3.79133538e-14+2.89697835e-13j ... -3.79133350e-14+2.89697861e-13j
  -4.44870238e-14+3.23874281e-13j -6.07197844e-14+3.16114177e-13j]
 ...
 [-6.07197554e-14+3.16114137e-13j -4.44870111e-14+3.23874311e-13j
  -3.79133195e-14+2.89697975e-13j ... -3.79136832e-14+2.89697417e-13j
  -4.44872648e-14+3.23873707e-13j -6.07198753e-14+3.16113562e-13j]
 [-2.80889470e-15+2.36525586e-13j -1.98812524e-14+2.92960638e-13j
  -4.44872695e-14+3.23873875e-13j ... -4.44871228e-14+3.23874015e-13j
  -1.98814159e-14+2.92960845e-13j -2.80934376e-15+2.36525765e-13j]
 [ 4.95484182e-14+1.55829535e-13j -2.80939946e-15+2.36525310e-13j
  -6.07202005e-14+3.16113694e-13j ... -6.07198086e-14+3.16113782e-13j
  -2.80906344e-15+2.36525484e-13j  4.95488043e-14+1.55829694e-13j]]",7.8125e-06
1.1939999999999997,3.125e-05,0.4044213635242144,"[[7.18619868e-13-4.75214028e-13j 8.69037073e-13-5.03657126e-13j
  8.93962920e-13-5.21623665e-13j ... 8.93962796e-13-5.21623875e-13j
  8.69036925e-13-5.03657113e-13j 7.18619734e-13-4.75213832e-13j]
 [8.69036775e-13-5.03656971e-13j 9.67734930e-13-5.34025523e-13j
  9.45586920e-13-5.29276291e-13j ... 9.45586961e-13-5.29276376e-13j
  9.67734770e-13-5.34025551e-13j 8.69036501e-13-5.03657035e-13j]
 [8.93962558e-13-5.21623789e-13j 9.45586837e-13-5.29276164e-13j
  8.84066294e-13-4.81820167e-13j ... 8.84066269e-13-4.81820615e-13j
  9.45586710e-13-5.29276456e-13j 8.93962394e-13-5.21623980e-13j]
 ...
 [8.93962949e-13-5.21623539e-13j 9.45587224e-13-5.29276174e-13j
  8.84066687e-13-4.81820315e-13j ... 8.84066260e-13-4.81820371e-13j
  9.45586658e-13-5.29276212e-13j 8.93962228e-13-5.21623631e-13j]
 [8.69036306e-13-5.03657327e-13j 9.67734600e-13-5.34025954e-13j
  9.45586686e-13-5.29276670e-13j ... 9.45587107e-13-5.29276387e-13j
  9.67735182e-13-5.34025452e-13j 8.69036966e-13-5.03656720e-13j]
 [7.18619521e-13-4.75213907e-13j 8.69036503e-13-5.03657106e-13j
  8.93962218e-13-5.21623574e-13j ... 8.93961837e-13-5.21623486e-13j
  8.69036085e-13-5.03656863e-13j 7.18619043e-13-4.75213547e-13j]]",7.8125e-06
1.1969999999999996,2.34375e-05,0.5584647786188446,"[[-2.02268798e-13-2.62754271e-13j -2.74407534e-13-2.74378338e-13j
  -2.78590139e-13-2.01130114e-13j ... -2.78589643e-13-2.01130049e-13j
  -2.74407073e-13-2.74378483e-13j -2.02268475e-13-2.62754463e-13j]
 [-2.74406977e-13-2.74378002e-13j -3.45969123e-13-2.92189865e-13j
  -3.46317330e-13-2.41929161e-13j ... -3.46317599e-13-2.41929558e-13j
  -3.45969446e-13-2.92190257e-13j -2.74407402e-13-2.74378305e-13j]
 [-2.78590065e-13-2.01129763e-13j -3.46317571e-13-2.41929246e-13j
  -3.47175408e-13-2.33395642e-13j ... -3.47175143e-13-2.33396011e-13j
  -3.46317364e-13-2.41929626e-13j -2.78589883e-13-2.01130048e-13j]
 ...
 [-2.78590169e-13-2.01130315e-13j -3.46317686e-13-2.41929748e-13j
  -3.47175454e-13-2.33396056e-13j ... -3.47174812e-13-2.33395866e-13j
  -3.46317097e-13-2.41929472e-13j -2.78589623e-13-2.01130021e-13j]
 [-2.74407414e-13-2.74378260e-13j -3.45969367e-13-2.92190018e-13j
  -3.46317470e-13-2.41929234e-13j ... -3.46317406e-13-2.41929140e-13j
  -3.45969308e-13-2.92189993e-13j -2.74407266e-13-2.74378275e-13j]
 [-2.02267873e-13-2.62754377e-13j -2.74406648e-13-2.74378449e-13j
  -2.78589502e-13-2.01130110e-13j ... -2.78589485e-13-2.01129518e-13j
  -2.74406893e-13-2.74377635e-13j -2.02268310e-13-2.62753451e-13j]]",7.8125e-06
1.1999999999999995,2.34375e-05,0.6242011718119389,"[[-5.78592599e-15-1.03417679e-13j -1.54973905e-15+9.18897233e-14j
  -7.44883192e-16+2.40298357e-13j ... -7.45061990e-16+2.40298966e-13j
  -1.54954058e-15+9.18904096e-14j -5.78549386e-15-1.03417171e-13j]
 [-1.54944125e-15+9.18901802e-14j  6.22569433e-17+2.33845064e-13j
   8.34923488e-16+3.44971830e-13j ...  8.34573304e-16+3.44971498e-13j
   6.20127992e-17+2.33844760e-13j -1.54969020e-15+9.18897603e-14j]
 [-7.45056619e-16+2.40298939e-13j  8.34661629e-16+3.44971827e-13j
   4.18840506e-15+4.33305150e-13j ...  4.18883896e-15+4.33304932e-13j
   8.35059380e-16+3.44971714e-13j -7.44826713e-16+2.40298723e-13j]
 ...
 [-7.45063071e-16+2.40298202e-13j  8.34753323e-16+3.44971261e-13j
   4.18859148e-15+4.33304550e-13j ...  4.18849797e-15+4.33305144e-13j
   8.34709971e-16+3.44971747e-13j -7.45120248e-16+2.40298750e-13j]
 [-1.54952581e-15+9.18901055e-14j  6.20993588e-17+2.33845099e-13j
   8.34845992e-16+3.44971876e-13j ...  8.34502625e-16+3.44971900e-13j
   6.18976360e-17+2.33845088e-13j -1.54981378e-15+9.18900411e-14j]
 [-5.78503209e-15-1.03417437e-13j -1.54941173e-15+9.18899669e-14j
  -7.45075399e-16+2.40298375e-13j ... -7.45099465e-16+2.40297601e-13j
  -1.54972508e-15+9.18889591e-14j -5.78571397e-15-1.03418414e-13j]]",7.8125e-06
